year,study_ID,Column1,year_of_collection ,continent ,country,latitude,longitude,hs1,hs,IS03,Order,host_species1,host_species,host1,host,dm,dignostic_method,genus,Tryp_species1,Tryp_species2,total,cases,all_prevelence_,ID,infected,not_infected,p,WM,settings,study_type,notes,all_type,all_type2,md,insec1,insec,sm
,"(Manzillo et al., 2018)",,,Europe,Italy,,,,,ITA,,,,dogs,dogs,mol,PCR,9,Leishmania_infantum,Leishmania_infantum,242,131.406,54.3,,https://bmcvetres.biomedcentral.com/articles/10.1186/s12917-018-1606-x#Sec2,,,30231901,,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys
,"(Marcelino et al., 2011)",,,,Brazil,,,,,BRA,,,,animals,animals,mol," nested PCR, PCR ",9,Leishmania_spp.,Leishmania_spp.,80,29,40.74074074,,https://www.sciencedirect.com/science/article/pii/S0304401711004614?via%3Dihub,,,NA,,,,3,Leishmania_spp.,dixenous_spp.,none_insects,2,sys
2009,"(Marti et al., 2009)",cited,2002-2005,South America,Argentina,36°30’S,60°00’W,3,3,ARG,Hemiptera,,True bug,truebugs (mono),truebugs,mol,PCR,Blastocrithidia_spp.,Blastocrithidia_spp.,Blastocrithidia_spp.,1646,7,0.43,19660466,7,1639,0.0043,,domiciles_peridomiciles_sylvatic,cross_sectional ,Blastocrithidia_triatomae,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2009,"(Marti et al., 2009)",cited,2002-2005,South America,Argentina,36°30’S,60°00’W,3,3,ARG,Hemiptera,,,truebugs,truebugs,mol,PCR,5,Trypanosoma_cruzi,Trypanosoma_cruzi,1646,21,1.3,19660466,21,1625,0.013,,domiciles_peridomiciles_sylvatic,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,insects,1,meta
2006,"(Martin-Sanchez et al., 2006)",cited,1991-2004,Europe,Spain,40°25’N,03°45’W,2,2,ESP,Diptera,Phlebotomus perniciosus,"P. perniciosus , P. ariasi, P. papatasi, P. sergenti, P. minuta",flies,flies,mol,PCR,9,Leishmania_infantum,Leishmania_infantum,3810,480,12.6,16310236,480,3330,0.126,,,cross_sectional ,,2,Leishmania_spp.,dixenous_spp.,insects,1,meta
,"(Martin-Sanchez et al., 2007)",,,Europe,Spain,,,,,ESP,,,,cats,cats,mol,PCR ,9,Leishmania_infantum,Leishmania_infantum,129,36,27.91,,https://www.sciencedirect.com/science/article/pii/S0304401706006418?via=ihub,,,17157440,,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys
2014,"(Martinez-Hern and ez et al., 2014)",cited,2009-2013,North America,Mexico,19°20’N,99°10’W,1,1,MEX,Chordata,Nasua narica,Nasua narica,animals,animals,mol,PCR,5,Trypanosoma_cruzi,Trypanosoma_cruzi,210,19,9,m12,19,191,0.09,,,cross_sectional ,worker bees,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2014,"(Martinez-Hern and ez et al., 2014)",cited,2009-2013,North America,Mexico,19°20’N,99°10’W,1,1,MEX,Carnivora,Procyon lotor ,Procyon lotor ,raccoons,raccoons,mol,PCR,5,Trypanosoma_cruzi,Trypanosoma_cruzi,109,29,26.6,m12,29,80,0.266,,,cross_sectional ,added by citations ,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2016,"(Mascolli et al., 2016)",cited,2007-2008,South America[change | change source],Brazil,15°47’S,47°55’W,1,1,BRA,Carnivora,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,sero,ELISA for Leishmania spp.And IF for T. cruzi,9,Leishmania_infantum,Leishmania_infantum,570,13,2.3,66,13,557,0.023,,,cross_sectional ,ELISA,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta
2016,"(Mascolli et al., 2016)",cited,2007-2008,South America[change | change source],Brazil,15°47’S,47°55’W,1,1,BRA,Carnivora,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,sero,ELISA for Leishmania spp.And IF for T. cruzi,5,Trypanosoma_cruzi,Trypanosoma_cruzi,570,35,6.1,66,35,535,0.061,,,cross_sectional ,ELISA,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2007,"(Maslov et al., 2007)",cited,,South America,"Costa Rica, Ecuador",,,,,"CRI, ECU",,,,,truebugs,mol,PCR,,Trypanosomatidae_spp.,Trypanosomatidae_spp.,690,154,22.31884058,https://www.researchgate.net/publication/6503981_Discovery_and_Barcoding_by_Analysis_of_Spliced_Leader_RNA_Gene_Sequences_of_New_Isolates_of_Trypanosomatidae_from_Heteroptera_in_Costa_Rica_and_Ecuador#fullTextFileContent,154,536,22.31884058,,,cross_sectional ,,7,Trypanosomatidae_spp.,Trypanosomatidae_spp.,insects,1,meta
,"(Matete, 2003)",,,,Kenya,,,,,KEN,,,,dogs,dogs,micro, NA ,1,Trypanosoma_brucei,Trypanosoma_brucei,200,5,2.5,,,,,14971734,,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys
,"(Mattioli et al., 2001)",,,,Gambia,,,,,GMB,,,, cattle ,cattle,sero, ELISA,1,Trypanosoma_spp.,Trypanosoma_spp.,199,109,54.77386935,,https://pubmed.ncbi.nlm.nih.gov/11163695/,,,NA,,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys
,"(Maziero et al., 2014)",,,,Brazil,,,,,BRA,,,,dogs,dogs,mol," enzyme-linked immunosorbent assay, ELISA, IFAT,  polymerase chain reaction, PCR ",9,Leishmania_spp.,Leishmania_spp.,252,55,21.82539683,,https://www.sciencedirect.com/science/article/pii/S0304401714003422?via%3Dihub,,,NA,,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys
,"(Medkour et al., 2019)",,,,French Guiana,,,,,GUF,,,,bats,bats,mol," qPCR, polymerase chain reaction, PCR, ITS2 ",9,Leishmania_infantum, Leishmania_infantum ,92,1,1.086956522,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6602241/,,,31216270,,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys
,"(Medkour et al., 2019)",,,,French Guiana,,,,,GUF,,,,dogs,dogs,mol," qPCR, polymerase chain reaction, PCR, ITS2 ",9,Leishmania_infantum, Leishmania_infantum ,179,3,1.675977654,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6602241/,,,31216270,,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys
2014,"(Mejia-Jaramillo et al., 2014)",cited,,South America,Colombia,04°34’N,74°00’W,1,4,COL,Hemiptera,Rhodnius prolixus,"R. prolixus, Rhodnius pic- tipes, T. dimidiata, R. pictipes, Panstrongylus rufotuberculatus",truebugs,truebugs,micro,micro,5,Trypanosoma_cruzi,Trypanosoma_cruzi,464,44,9.4,T3,44,420,0.094,,,longitudinal,"prospective , among houses of infected pp",1,Trypanosoma_spp.,dixenous_spp.,insects,1,meta
2008,"(Mekata et al., 2008)",cited,2006,africa,Zambia,15°28’S,28°16’E,1,1,ZMB,Diptera,Glossina pallidipes,Glossina pallidipes,flies,flies,mol,PCR,1,Trypanosoma_congolense,Trypanosoma_congolense_savannah,550,5,1,18840966,5,545,0.01,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,insects,1,meta
2008,"(Mekata et al., 2008)",cited,2006,Africa,Zambia,15°28’S,28°16’E,1,1,ZMB,Diptera,Glossina pallidipes,Glossina pallidipes,flies,flies,mol,PCR,1,Trypanosoma_vivax,Trypanosoma_vivax,550,9,1.6,18840966,9,541,0.016,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,insects,1,meta
2009,"(Mekata et al., 2009)",cited,2008,South America,"Bolivia, Peru",16°20’S,68°10’W,1,1,PER,Artiodactyla,Bos taurus ,Bos taurus.,cattle,cattle,mol,PCR,1,Trypanosoma_vivax,Trypanosoma_vivax,838,9,1.1,19664722,9,829,0.011,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2009,"(Mekata et al., 2009)",cited,2008,South America,"Bolivia, Peru",16°20’S,68°10’W,1,1,BOL,Artiodactyla,Bos taurus ,Bos taurus.,cattle,cattle,mol,PCR,1,Trypanosoma_evansi,Trypanosoma_evansi,838,70,8.3,19664722,70,768,0.083,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2010,"(Mekibib et al., 2010)",cited,2008-2009,Africa,Ethiopia,09°02’N,38°42’E,1,1,ETH,Perissodactyla,Equus asinus,Equus asinus,equids,equids,micro," buffy coat , smears, Giemsa stained ",1,Trypanosoma_vivax,Trypanosoma_vivax,400,5,1.3,T1,5,395,0.013,,,Cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2014,"(Mekonnen et al., 2014)",cited,,Africa,Ethiopia,,,,,ETH,,,,goats,goats,micro,"microscopic	examination",1,Trypanosoma_brucei,Trypanosoma_brucei_s.l ,435,8,1.8,H3,8,427,1.8,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2014,"(Mekonnen et al., 2014)",cited,,Africa,Ethiopia,,,,,ETH,,,,goats,goats,micro,"microscopic	examination",1,Trypanosoma_vivax,Trypanosoma_vivax,435,11,2.5,H3,11,424,2.5,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2014,"(Mekonnen et al., 2014)",cited,,Africa,Ethiopia,,,,,ETH,,,,goats,goats,micro,"microscopic	examination",1,Trypanosoma_congolense,Trypanosoma_congolense,435,22,5.1,H3,22,413,5.1,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
,"(Mekuria et al., 2010)",,,,Ethiopia,,,,,ETH,,,,equids,equids,mol," buffy coat , smears, Giemsa-stained ",1,Trypanosoma_congolense,Trypanosoma_congolense,214,12.006,5.61,,https://www.researchgate.net/publication/259532494_A_Cross-Sectional_Study_of_Equine_Trypanosomosis_and_its_Vectors_in_Wolayta_Zone_Southern_Ethiopia,,,NA,,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys
,"(Mekuria et al., 2010)",,,,Ethiopia,,,,,ETH,,,,equids,equids,mol," buffy coat , smears, Giemsa-stained ",1,Trypanosoma_vivax,Trypanosoma_vivax,214,6.003,2.81,,https://www.researchgate.net/publication/259532494_A_Cross-Sectional_Study_of_Equine_Trypanosomosis_and_its_Vectors_in_Wolayta_Zone_Southern_Ethiopia,,,NA,,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys
2011,"(Melo et al., 2011)",cited,NA,South America,Brazil,15°47’S,47°55’W,1,1,BRA,Artiodactyla,Bos taurus ,Bos taurus.,cattle,cattle,mol,PCR,1,Trypanosoma_vivax,Trypanosoma_vivax,559,3,1.06,21254930,3,556,0.0106,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
,"(Melo et al., 2018)",,,,Brazil,,,,,BRA,,,,dogs,dogs,sero,ELISA and IFA,9,Leishmania_spp.,Leishmania_spp.,328,26,7.93,,https://www.sciencedirect.com/science/article/pii/S0167587718304744?via%3Dihub,,,NA,,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys
2015,"(Menezes et al., 2015)",cited,,South America,Brazil,,,,,BRA,,,dogs,dogs,dogs,mol,PCR,9,Leishmania_spp.,Leishmania_spp.,570,45,7.89,K7,45,525,0.0789,,,cross_sectional ,"Leishmania_infantum,_Leishmania_braziliensis",2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta
2017,"(Meyers et al., 2017)",cited,2015-2016,North America,Mexico,19°20’N,99°10’W,1,1,MEX,Carnivora,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,mol,PCR,5,Trypanosoma_cruzi,Trypanosoma_cruzi,528,3,0.6,28787451,3,525,0.006,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2007,"(Mihret & Mamo, 2007)",cited,2005-2006,Africa,Ethiopia,09°02’N,38°42’E,1,1,ETH,Artiodactyla,Bos taurus ,Bos taurus.,cattle,cattle,micro,"agreement ( buffy coat , microscope , and PCV)",1,Trypanosoma_congolense,Trypanosoma_congolense,3360,11,0.3,19734612,11,3349,0.003,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2007,"(Mihret & Mamo, 2007)",cited,2005-2006,Africa,Ethiopia,09°02’N,38°42’E,1,1,ETH,Artiodactyla,Bos taurus ,Bos taurus.,cattle,cattle,micro,"agreement ( buffy coat , microscope , and PCV)",1,Trypanosoma_vivax,Trypanosoma_vivax,3360,249,7.4,19734612,249,3111,0.074,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
,"(Millan, 2018)",,,Europe,Spain,,,,,ESP,,,,rodents,rodents,mol, PCR ,9,Leishmania_infantum,Leishmania_infantum,166,3,1.81,,https://link.springer.com/article/10.1007/s00436-018-5971-y,,,29943318,,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys
,"(Miranda et al., 2002)",,,,Brazil,,,,,BRA,,,,flies,flies,mol,PCR,9,Leishmania_braziliensis,Leishmania_braziliensis,335,30,8.96,,https://www.scielo.br/pdf/mioc/v97n2/4379.pdf,,,NA,,,,2,Leishmania_spp.,dixenous_spp.,none_insects,1,sys
2007,"(Miro et al., 2007)",cited,1996-2006,Europe,Spain,40°25’N,03°45’W,1,1,ESP,Carnivora,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,sero,IFAT,9,Leishmania_infantum,Leishmania_infantum,1803,141,7.8,17323100,141,1662,0.078,,,cross_sectional ,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta
,"(Miro et al., 2011)",,,,Spain,,,,,ESP,,,,animals,animals,sero," microscope, microscopy, PCR ",9,Leishmania_infantum,Leishmania_infantum,20,3,15,,https://link.springer.com/article/10.1007/s00436-011-2359-7,,,NA,,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys
2012,"(Miro et al., 2012)",cited,2011,Europe,Spain,40°25’N,03°45’W,1,1,ESP,Carnivora,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,sero,IFAT,9,Leishmania_infantum,Leishmania_infantum,418,46,11,22452948,46,372,0.11,,,cross_sectional ,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta
,"(Mirzaei et al., 2011)",,,,Iran,,,,,IRN,,,,rodents,rodents,mol," microscopic, PCR, ITS2 ",9,Leishmania_infantum,Leishmania_infantum,227,74,32.2,,https://www.sciencedirect.com/science/article/pii/S0014489411002712?via%3Dihub,,,NA,,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys
,"(Mohammad et al., 2013)",,nan,,Egypt,,,,,EGY,,,,camels,camels,mol,avarage three PCR,1,Trypanosoma_evansi,Trypanosoma_evansi,100,24,24,,https://www.sciencedirect.com/science/article/pii/S0304401713004512?via%3Dihub,,,24029715,reported in range/not clear reporting ,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys
,"(Mohammad et al., 2013)",,nan,,Malaysia,,,,,MYS,,,anurans,animals,animals,micro, NA ,1,Trypanosoma_spp.,Trypanosoma_spp.,66,1,1.515151515,,http://www.msptm.org/files/615_-_620_Zainal_Abidin_AH.pdf,,,24522131,,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys
2005,"(Mohebali et al., 2005)",cited,1999-2003,Asia,Iran,35°44’N,51°30’E,1,1,IRN,Carnivora,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,sero,DAT ,9,Leishmania_spp.,Leishmania_spp.,1568,222,14.2,15845279,222,1346,0.142,,,cross_sectional ,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta
2000,"(Molina et al., 2000)",cited,1998-1999,Europe,Spain,40°25’N,03°45’W,1,1,ESP,Artiodactyla,Camelus dromedarius ,Camelus dromedarius ,camels,camels,sero, ELISA,1,Trypanosoma_evansi,Trypanosoma_evansi,444,6,1.35,11018734,6,438,0.0135,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2003,"(Monroy et al., 2003)",cited, 1993-1998,North America,Guatemala,14°40’N,90°22’W,1,2,GTM,Hemiptera,Triatoma dimidiata,"Triatoma dimidiata, Triatoma nitida and Rhodnius prolixus",truebugs,truebugs,micro,"microscopic	examination",1,Trypanosoma_rangeli,Trypanosoma_rangeli,275,17,6,12886407,17,258,0.06,,,cross_sectional , agreement (microscopic examination and PCR ),1,Trypanosoma_spp.,dixenous_spp.,insects,1,meta
2003,"(Monroy et al., 2003)",cited, 1993-1998,North America,Guatemala,14°40’N,90°22’W,1,2,GTM,Hemiptera,Triatoma dimidiata,"Triatoma dimidiata, Triatoma nitida and Rhodnius prolixus",truebugs,truebugs,micro,"microscopic	examination",5,Trypanosoma_cruzi,Trypanosoma_cruzi,4128,819,19.8,12886407,819,3309,0.198,,,cross_sectional , agreement (microscopic examination and PCR ),1,Trypanosoma_spp.,dixenous_spp.,insects,1,meta
,"(Montenegro et al., 2002)",,,,Costa Rica,,,,,CRI,,,,dogs,dogs,sero," ELISA, xenodiagnosis ",5,Trypanosoma_cruzi,Trypanosoma_cruzi,54,15,27.77777778,,https://www.scielo.br/pdf/mioc/v97n4/4453.pdf,,,12118277,,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys
,"(Montoya et al., 2018)",,,Europe,Spain,,,,,ESP,,,,cats,cats,sero,IFAT,9,Leishmania_infantum,Leishmania_infantum,263,12,4.8,,https://www.sciencedirect.com/science/article/pii/S0304401718300153?via%3Dihub,,,29426469,,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys
,"(Morales et al., 2017)",,,,Peru,,,,,PER,,,,rodents,rodents,mol,PCR ,5,Trypanosoma_cruzi,Trypanosoma_cruzi,300,15,5,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5817741/#!po=31.8182,,,29140234,,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys
,"(Morales et al., 2017)",,,,Peru,,,,,PER,,,,rodents,rodents,mol,PCR,,Trypanosomatidae_spp.,Trypanosomatidae_spp.,300,115,38.33333333,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5817741/#!po=31.8182,,,29140234,,,,7,Trypanosomatidae_spp.,dixenous_spp.,none_insects,2,sys
,"(Morelli et al., 2019)",,,,Italy,,,,,ITA,,,,animals,animals,sero, NA ,9,Leishmania_spp.,Leishmania_spp.,167,5,2.994011976,,https://www.sciencedirect.com/science/article/pii/S0147957119301419?via%3Dihub,,,31437677,,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys
2013,"(Morimoto et al., 2013)",cited,2009-2012,Asia,Japan,36.2048° N,138.2529° E,1,1,JPN,Hymenopterans,Apis_mellifera,Apis mellifera,bees (mono),bees,mol,RT-PCR,Crithidia_spp.,C.mellificae&L.passim,Crithidia_mellificae,4500,700,15.56,23757133,700,3800,0.1556,WM,,cross_sectional ,wild and managed,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
,"(Morganti et al., 2019)",cited,,Europe,Italy,,,,,ITA,,,,dogs,dogs,mol," IFAT,  PCR ",9,Leishmania_infantum,Leishmania_infantum,286,31,10.84,,https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-019-3409-8,,,31046822,,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys
,"(Mossaad et al., 2017)",nc,,,Sudan,,,,,SDN,,,,camels,camels,mol," smears, PCR, Giemsa-stained, MHCT ",1,Trypanosoma_vivax,Trypanosoma_vivax,189,47,24.86772487,,,,,28403897,,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys
,"(Mossaad et al., 2017)",,,,Sudan,,,,,SDN,,,,camels,camels,mol," smears, PCR, Giemsa-stained, MHCT ",1,Trypanosoma_evansi,Trypanosoma_evansi,189,70,37.03703704,,,,,28403897,,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys
,"(Mossaad et al., 2017)",,,,Sudan,,,,,SDN,,,,dogs,dogs,mol,PCR ,1,Trypanozoon,Trypanozoon,50,36,72,,https://link.springer.com/article/10.1007%2Fs00436-017-5598-4,,,28856450,,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys
,"(Mossaad et al., 2017)",,,,Sudan,,,,,SDN,,,,dogs,dogs,mol,PCR ,1,Trypanosoma_congolense,Trypanosoma_congolense,50,4,8,,https://link.springer.com/article/10.1007%2Fs00436-017-5598-4,,,28856450,,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys
,"(Mossaad et al., 2017)",,,,Sudan,,,,,SDN,,,,dogs,dogs,mol,PCR ,1,Trypanosoma_vivax,Trypanosoma_vivax,50,2,4,,https://link.springer.com/article/10.1007%2Fs00436-017-5598-4,,,28856450,,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys
,"(Moudy et al., 2014)",cited,,,USA,,,,,USA,,,,flies ,truebugs,mol, enzyme-linked immunosorbent assay ,5,Trypanosoma_cruzi,Trypanosoma_cruzi,85,53,62,,https://academic.oup.com/jme/article/51/5/1043/883284,,,25276935,,,,1,Trypanosoma_spp.,dixenous_spp.,insects,1,sys
,"(Moya et al., 2017)",cited,,,Argentina,,,,,ARG,,,,flies ,flies,mol, polymerase chain reaction ,9,Leishmania_infantum,Leishmania_infantum,127,5,3.937007874,,https://www.sciencedirect.com/science/article/pii/S0001706X17302255?via%3Dihub,,,28476601,,,,2,Leishmania_spp.,dixenous_spp.,insects,1,sys
2014,"(Muhanguzi et al., 2014)",cited,20102011,Africa,Uganda,00°20’N,32°30’E,1,1,UGA,Artiodactyla,Bos taurus ,Bos taurus.,cattle,cattle,mol,ITS-PCR,1,Trypanosoma_brucei,Trypanosoma_brucei_rhodesiense,6048,2,0.03,T12,2,6046,0.0003,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2014,"(Muhanguzi et al., 2014)",cited,20102011,Africa,Uganda,00°20’N,32°30’E,1,1,UGA,Artiodactyla,Bos taurus ,Bos taurus.,cattle,cattle,mol,ITS-PCR,1,Trypanosoma_vivax,Trypanosoma_vivax,6048,1062,17.4,T12,1062,4986,0.174,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2017,"(Muhanguzi et al., 2017)",cited,,Africa,Uganda,,,,,UGA,,,,cattle,cattle,mol,PCR,1,Trypanosoma_brucei,Trypanosoma_brucei_s.l ,2030,18,0.9,H8,18,2012,0.9,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2017,"(Muhanguzi et al., 2017)",cited,,Africa,Uganda,,,,,UGA,,,,cattle,cattle,mol,PCR,1,Trypanosoma_congolense,Trypanosoma_congolense,2030,90,4.4,H8,90,1940,4.4,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2017,"(Muhanguzi et al., 2017)",cited,,Africa,Uganda,,,,,UGA,,,,equids,equids,mol,PCR,1,Trypanosoma_congolense,Trypanosoma_vivax,71,4,5.6,H9,4,67,5.6,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2017,"(Muhanguzi et al., 2017)",cited,,Africa,Uganda,,,,,UGA,,,,cattle,cattle,mol,PCR,1,Trypanosoma_vivax,Trypanosoma_vivax,2030,246,12.1,H8,246,1784,12.1,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2017,"(Muhanguzi et al., 2017)",cited,,Africa,Uganda,,,,,UGA,,,,equids,equids,mol,PCR,1,Trypanosoma_vivax,Trypanosoma_congolense,71,21,29.6,H9,21,50,29.6,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
,"(Murphy et al., 2019)",cited,,,Argentina,,,,,ARG,,,,animals,animals,sero, ELISA ,5,Trypanosoma_cruzi,Trypanosoma_cruzi,92,53,57.60869565,,https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-019-3681-7,,,31522683,,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys
,"(Nadeem et al., 2011)",cited,,,Pakistan,,,,,PAK,,,,equids,equids,sero,IFAT,1,Trypanosoma_spp.,Trypanosoma_spp.,200,12,6,,https://www.researchgate.net/publication/50828647_Indirect_Fluorescent_Antibody_Technique_based_Prevalence_of_Surra_in_Equines#fullTextFileContent,,,NA,,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys
,"(Nair et al., 2011)",cited,,,India,,,,,IND,,,,cattle,cattle,mol,PCR,1,Trypanosoma_evansi,Trypanosoma_evansi,150,52,34.67,,https://pubmed.ncbi.nlm.nih.gov/21602771/,,,21602771,,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys
2012,"(Nakayima et al., 2012)",cited,,Africa,Ghana,,,3,3,GHA,Diptera,,Tsetse fly,flies,flies,mol," PCR, ITS1 ",1,Trypanozoon,Trypanozoon,219,3,1.4,23025330,3,216,0.014,,,cross_sectional ,Trypanozoon,1,Trypanosoma_spp.,dixenous_spp.,insects,1,meta
2012,"(Nakayima et al., 2012)",cited,,Africa,Ghana,,,1,1,GHA,Artiodactyla,Bos taurus,Bos taurus.,cattle,cattle,mol," PCR, ITS1 ",1,Trypanosoma_congolense,Trypanosoma_congolense_forest,146,3,2,23025330,3,143,0.02,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2012,"(Nakayima et al., 2012)",cited,,Africa,Ghana,,,1,1,GHA,Artiodactyla,Bos taurus,Bos taurus.,cattle,cattle,mol," PCR, ITS1 ",1,Trypanosoma_simiae,Trypanosoma_simiae,146,4,2.7,23025330,4,142,0.027,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2012,"(Nakayima et al., 2012)",cited,,Africa,Ghana,,,1,1,GHA,Artiodactyla,Sus domesticus ,Sus domesticus ,pigs,pigs,mol," PCR, ITS1 ",1,Trypanosoma_simiae,Trypanosoma_simiae,248,9,3.6,23025330,9,239,0.036,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
