year,study_ID,year_of_collection ,continent ,country,latitude,longitude,sociality,life expectency,IS03,Order,host_species2,host_species12,host_species,host1,host,dm,dignostic_method,genus1,genus2,genus,Tryp_species,Tryp_species12,Tryp_species2,total,cases,all_prevelence_,ID,infected,not_infected,p,WM,settings,study_type,Column1,notes,all_type,all_type2,md,insec1,insec,sm
2016,"(Hodo et al., 2016)",NA,North America,United States,39°91’N,77°02’W,1,2,USA,Chiroptera,,Parastrellus hesperus,,bats,bats,mol, PCR ,,,,Trypanosoma_dionisii,Trypanosoma_dionisii,Trypanosoma_dionisii,15,2,13.3,27647574,2,13,0.133,,peridomestic_sylvatic ,cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2016,"(Hodo et al., 2016)",NA,North America,United States,39°91’N,77°02’W,1,2,USA,Chiroptera,,Antrozous pallidus ,"Tadarida brasiliensis, Nycticeius humeralis, Parastrellus hesperus, Antrozous pallidus, Lasiurus borealis, Lasiurus  intermedius, Myotis velifer, Perimyotis subflavus. ",bats,bats,mol, PCR ,,,,Trypanosoma_dionisii,Trypanosoma_dionisii,Trypanosoma_dionisii,9,2,22.2,27647574,2,7,0.222,,peridomestic_sylvatic ,cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2016,"(Jiang et al., 2016)",2014-2015,Asia,China,39°55’N,116°20’E,1,1,CHN,Carnivora,,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,sero, ELISA ,,,9,Leishmania_infantum,Leishmania_infantum,Leishmania_infantum,408,24,5.9,27660861,24,384,0.059,,,cross_sectional ,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta
2016,"(Lardeux et al., 2016)",NA,South America,Bolivia,16°20’S,68°10’W,1,1,BOL,Hemiptera,,Triatoma infestans ,Triatoma infestans ,truebugs,truebugs,mol,PCR,,,4,Trypanosoma_cruzi,Trypanosoma_cruzi,Trypanosoma_cruzi,650,108,16.8,27860015,108,542,0.168,,,cross_sectional ,,prospective study,1,Trypanosoma_spp.,dixenous_spp.,insects,1,meta
2016,"(Shereni et al., 2016)",2014-2015,Africa,Zimbabwe,17°43’S,31°02’E,1,1,ZWE,Diptera,,,Tsetse fly,flies,flies,micro,"microscopic	examination",,,1,Trypanosoma_brucei,Trypanosoma_brucei,Trypanosoma_brucei,2092,1,0.05,27884172,1,2091,0.0005,,,cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,insects,1,meta
2016,"(Shereni et al., 2016)",2014-2015,africa,Zimbabwe,17°43’S,31°02’E,1,1,ZWE,Diptera,,,Tsetse fly,flies,flies,micro,"microscopic	examination",,,1,Trypanosoma_congolense,Trypanosoma_congolense,Trypanosoma_congolense,2092,46,2.2,27884172,46,2046,0.022,,,cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,insects,1,meta
2016,"(Shereni et al., 2016)",2014-2015,Africa,Zimbabwe,17°43’S,31°02’E,1,1,ZWE,Diptera,,,Tsetse fly,flies,flies,micro,"microscopic	examination",,,1,Trypanosoma_vivax,Trypanosoma_vivax,Trypanosoma_vivax,2092,85,4,27884172,85,2007,0.04,,,cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,insects,1,meta
2017,"(Jaimes-Duenez et al., 2017)",2014-2015,South America,Colombia,04°34’N,74°00’W,1,1,COL,Artiodactyla,,Bos taurus ,Bos taurus.,cattle,cattle,mol,nested PCR,,,,Trypanosoma_evansi,Trypanosoma_evansi,Trypanosoma_evansi,464,43,9.3,27956049,43,421,0.093,,,cross_sectional ,,PCR,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2017,"(Jaimes-Duenez et al., 2017)",2014-2015,South America,Colombia,04°34’N,74°00’W,1,1,COL,Artiodactyla,,Bos taurus ,Bos taurus.,cattle,cattle,mol,nested PCR,,,,Trypanosoma_theileri,Trypanosoma_theileri,Trypanosoma_theileri,464,236,50.9,27956049,236,228,0.509,,,cross_sectional ,,PCR,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2017,"(Abebe et al., 2017)",2013-2014,Africa,Ethiopia,09°02’N,38°42’E,1,1,ETH,Artiodactyla,,Bos taurus ,Bos taurus.,cattle,cattle,micro,BCT and microscopic,,,1,Trypanosoma_brucei,Trypanosoma_brucei,Trypanosoma_brucei,1508,2,0.13,28007483,2,1506,0.0013,,,cross_sectional ,,PCV ,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2017,"(Abebe et al., 2017)",2013-2014,Africa,Ethiopia,09°02’N,38°42’E,1,1,ETH,Artiodactyla,,Bos taurus ,Bos taurus.,cattle,cattle,micro,BCT and microscopic,,,1,Trypanosoma_congolense,Trypanosoma_congolense,Trypanosoma_congolense,1508,89,5.9,28007483,89,1419,0.059,,,cross_sectional ,,PCV ,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2017,"(Abebe et al., 2017)",2013-2014,Africa,Ethiopia,09°02’N,38°42’E,1,1,ETH,Artiodactyla,,Bos taurus ,Bos taurus.,cattle,cattle,micro,BCT and microscopic,,,1,Trypanosoma_vivax,Trypanosoma_vivax,Trypanosoma_vivax,1508,24,1.5,28007483,24,1484,0.015,,,cross_sectional ,,PCV ,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2017,"(Plischuk et al., 2017)",2009-2016,South America,Argentina,36°30’S,60°00’W,1,1,ARG,Hymenopterans,terrestris,Bombus_terrestris,Bombus terrestris ,bees (mono),bees,micro,"microscopic	examination",Bombus_spp.,,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,Crithidia_bombi,704,50,7.1,28085231,50,654,0.071,W,,cross_sectional ,,bees,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2017,"(Aleman et al., 2017)",2013-2014,North America,United States,39°91’N,77°02’W,1,2,USA,Rodentia,,Baiomys taylori,"Baiomys taylori, Neotoma micropus , Peromyscus leucopus, Liomys irroratus, Chaetodipus hispidus, Sigmodon hispidus.",rodents,rodents,sero,qPCR and PCR,,,4,Trypanosoma_cruzi,Trypanosoma_cruzi,Trypanosoma_cruzi,543,8,1.35,28091763,8,535,0.0135,,,cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2017,"(Acosta et al., 2017)",2002-2008,South America,Paraguay and Bolivia,25°10’S,57°30’W,3,3,PRY,Hemiptera,,,True bug,truebugs,truebugs,mol,microscopic positivity and discrete typing units (DTUs),,,4,Trypanosoma_cruzi,Trypanosoma_cruzi,Trypanosoma_cruzi,1044,55,5,28179034,55,989,0.05,,,cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,insects,1,meta
2017,"(Tatard et al., 2017)",2009-2013,Africa,"Nigeria, Niger",09°05’N,07°32’E,1,2,"NGA, NER",Rodentia,,Arvicanthis niloticus,"Arvicanthis niloticus, Cricetomys gambianus, Mastomys erythroleucus, Mastomys natalensis, Mus Nannomys haussa, Mus musculus, Praomys daltoni, Taterillus spp., Rattus norvegicus, Rattus rattus.",rodents,rodents,mol," qPCR, PCR ",,,1,Trypanosoma_spp.,Trypanosoma_spp.,Trypanosoma_spp.,1298,189,14.6,28373037,189,1109,0.146,,,cross_sectional ,,"Trypanosoma lewisi , Trypanosoma microti.",1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2018,"(Garcia et al., 2018)",2009-2014,Africa,Mozambique,25°58’S,32°32’E,2,2,MOZ,Diptera,,Glossina morsitans morsitans,"Glossina morsitans morsitans , Glossina pallidipes.",flies,flies,micro,"microscopic	examination",,,1,Trypanosoma_spp.,Trypanosoma_spp.,Trypanosoma_spp.,3086,235,7.6,28688979,235,2851,0.076,,,cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,insects,1,meta
2017,"(Meyers et al., 2017)",2015-2016,North America,Mexico,19°20’N,99°10’W,1,1,MEX,Carnivora,,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,mol,PCR,,,4,Trypanosoma_cruzi,Trypanosoma_cruzi,Trypanosoma_cruzi,528,3,0.6,28787451,3,525,0.006,,,cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2017,"(Ngonyoka et al., 2017)",2014-2015,Africa,Tanzania,6.3690° S,34.8888° E,2,2,TZA,Diptera,,Glossina pallidipes,"G. pallidipes , G. swynnertoni, G. morsitans.",flies,flies,mol, PCR ,,,1,Trypanosoma_spp.,Trypanosoma_spp.,Trypanosoma_spp.,1483,130,8.7,28866983,130,1353,0.087,,,cross_sectional ,,"Trypanosoma brucei, Trypanosoma congolense, Trypanosoma vivax, Trypanosoma ",1,Trypanosoma_spp.,dixenous_spp.,insects,1,meta
2017,"(Simwango et al., 2017)",2015-2016,Africa,Tanzania,6.3690° S,34.8888° E,3,3,TZA,Diptera,,,Tsetse fly,flies,flies,mol," nested PCR, PCR, ITS1 ",,,1,Trypanosoma_spp.,Trypanosoma_spp.,Trypanosoma_spp.,886,30,3.4,29061160,30,856,0.034,,,cross_sectional ,,sample size,1,Trypanosoma_spp.,dixenous_spp.,insects,1,meta
2017,"(Zorrilla et al., 2017)",2010-2015,South America,"Brazil, Peru",15°47’S,47°55’W,1,1,PER,Diptera,,Lutzomyia whitmani,Lu. whitmani,flies,flies,mol, PCR ,,,9,Leishmania_spp.,Leishmania_spp.,Leishmania_spp.,1101,12,1.09,29107954,12,1089,0.0109,,,cross_sectional ,,,2,Leishmania_spp.,dixenous_spp.,insects,1,meta
2017,"(Zorrilla et al., 2017)",2010-2015,South America,"Brazil, Peru",15°47’S,47°55’W,1,1,PER,Diptera,,Lutzomyia yucumensis,Lu. yucumensis,flies,flies,mol, PCR ,,,9,Leishmania_spp.,Leishmania_spp.,Leishmania_spp.,821,8,0.97,29107954,8,813,0.0097,,,cross_sectional ,,,2,Leishmania_spp.,dixenous_spp.,insects,1,meta
2017,"(Zorrilla et al., 2017)",2010-2015,South America,"Brazil, Peru",15°47’S,47°55’W,1,1,PER,Diptera,,Lutzomyia migonei,Lu. migonei,flies,flies,mol, PCR ,,,9,Leishmania_spp.,Leishmania_spp.,Leishmania_spp.,70,4,5.7,29107954,4,66,0.057,,,cross_sectional ,,,2,Leishmania_spp.,dixenous_spp.,insects,1,meta
2017,"(Zorrilla et al., 2017)",2010-2015,South America,"Brazil, Peru",15°47’S,47°55’W,1,1,PER,Diptera,,Lutzomyia (Trichophoromyia) spp.,Lu. (Trichophoromyia) spp.,flies,flies,mol, PCR ,,,9,Leishmania_spp.,Leishmania_spp.,Leishmania_spp.,914,2,0.22,29107954,2,912,0.0022,,,cross_sectional ,,,2,Leishmania_spp.,dixenous_spp.,insects,1,meta
2017,"(Zorrilla et al., 2017)",2010-2015,South America,"Brazil, Peru",15°47’S,47°55’W,1,1,PER,Diptera,,Lutzomyia walkeri,Lu. walkeri,flies,flies,mol, PCR ,,,9,Leishmania_spp.,Leishmania_spp.,Leishmania_spp.,16,2,12.5,29107954,2,14,0.125,,,cross_sectional ,,,2,Leishmania_spp.,dixenous_spp.,insects,1,meta
2017,"(Zorrilla et al., 2017)",2010-2015,South America,"Brazil, Peru",15°47’S,47°55’W,1,1,PER,Diptera,,Lutzomyia nevesi,Lu. nevesi,flies,flies,mol, PCR ,,,9,Leishmania_spp.,Leishmania_spp.,Leishmania_spp.,40,1,2.5,29107954,1,39,0.025,,,cross_sectional ,,,2,Leishmania_spp.,dixenous_spp.,insects,1,meta
2017,"(Zorrilla et al., 2017)",2010-2015,South America,"Brazil, Peru",15°47’S,47°55’W,1,1,PER,Diptera,,Lutzomyia aragaoi,Lu. aragaoi,flies,flies,mol, PCR ,,,9,Leishmania_spp.,Leishmania_spp.,Leishmania_spp.,21,1,4.76,29107954,1,20,0.0476,,,cross_sectional ,,,2,Leishmania_spp.,dixenous_spp.,insects,1,meta
2017,"(Zorrilla et al., 2017)",2010-2015,South America,"Brazil, Peru",15°47’S,47°55’W,1,1,PER,Diptera,,Lutzomyia carrerai carrerai,Lu. carrerai carrerai,flies,flies,mol, PCR ,,,9,Leishmania_spp.,Leishmania_spp.,Leishmania_spp.,123,1,0.81,29107954,1,122,0.0081,,,cross_sectional ,,,2,Leishmania_spp.,dixenous_spp.,insects,1,meta
2017,"(Zorrilla et al., 2017)",2010-2015,South America,"Brazil, Peru",15°47’S,47°55’W,1,1,PER,Diptera,,Lutzomyia shawi,Lu. shawi,flies,flies,mol, PCR ,,,9,Leishmania_spp.,Leishmania_spp.,Leishmania_spp.,21,1,4.76,29107954,1,20,0.0476,,,cross_sectional ,,,2,Leishmania_spp.,dixenous_spp.,insects,1,meta
2017,"(Zorrilla et al., 2017)",2010-2015,South America,"Brazil, Peru",15°47’S,47°55’W,1,1,PER,Diptera,,Lutzomyia sherlocki,Lu. sherlocki,flies,flies,mol, PCR ,,,9,Leishmania_spp.,Leishmania_spp.,Leishmania_spp.,11,1,9.09,29107954,1,10,0.0909,,,cross_sectional ,,,2,Leishmania_spp.,dixenous_spp.,insects,1,meta
2017,"(Zorrilla et al., 2017)",2010-2015,South America,"Brazil, Peru",15°47’S,47°55’W,1,1,PER,Diptera,,Lutzomyia sallesi ,Lu. sallesi / Lu. cortelezzii,flies,flies,mol, PCR ,,,9,Leishmania_spp.,Leishmania_spp.,Leishmania_spp.,7,1,14.29,29107954,1,6,0.1429,,,cross_sectional ,,,2,Leishmania_spp.,dixenous_spp.,insects,1,meta
2017,"(Zorrilla et al., 2017)",2010-2015,South America,"Brazil, Peru",15°47’S,47°55’W,1,1,PER,Diptera,,Lutzomyia davisi,Lu. davisi,flies,flies,mol, PCR ,,,9,Leishmania_spp.,Leishmania_spp.,Leishmania_spp.,223,2,0.9,29107954,2,221,0.009,,,cross_sectional ,,,2,Leishmania_spp.,dixenous_spp.,insects,1,meta
2017,"(Zorrilla et al., 2017)",2010-2015,South America,"Brazil, Peru",15°47’S,47°55’W,1,1,PER,Diptera,,Lutzomyia llanosmartinsi,Lu. llanosmartinsi,flies,flies,mol, PCR ,,,9,Leishmania_spp.,Leishmania_spp.,Leishmania_spp.,86,4,4.7,29107954,4,82,0.047,,,cross_sectional ,,,2,Leishmania_spp.,dixenous_spp.,insects,1,meta
2017,"(Zorrilla et al., 2017)",2010-2015,South America,"Brazil, Peru",15°47’S,47°55’W,1,1,PER,Diptera,,Lutzomyia (Trichophoromyia) spp.,Lu. (Trichophoromyia) spp.,flies,flies,mol, PCR ,,,9,Leishmania_spp.,Leishmania_spp.,Leishmania_spp.,477,1,0.21,29107954,1,476,0.0021,,,cross_sectional ,,,2,Leishmania_spp.,dixenous_spp.,insects,1,meta
2017,"(Zorrilla et al., 2017)",2010-2015,South America,"Brazil, Peru",15°47’S,47°55’W,1,1,PER,Diptera,,Lutzomyia shawi,Lu. shawi,flies,flies,mol, PCR ,,,9,Leishmania_spp.,Leishmania_spp.,Leishmania_spp.,44,2,4.5,29107954,2,42,0.045,,,cross_sectional ,,,2,Leishmania_spp.,dixenous_spp.,insects,1,meta
2017,"(Zorrilla et al., 2017)",2010-2015,South America,"Brazil, Peru",15°47’S,47°55’W,1,1,PER,Diptera,,Lutzomyia whitmani,Lu. whitmani,flies,flies,mol, PCR ,,,9,Leishmania_spp.,Leishmania_spp.,Leishmania_spp.,40,1,2.5,29107954,1,39,0.025,,,cross_sectional ,,not very clear breakdown ofTrypanosoma infections,2,Leishmania_spp.,dixenous_spp.,insects,1,meta
2017,"(Zorrilla et al., 2017)",2010-2015,South America,"Brazil, Peru",15°47’S,47°55’W,1,1,PER,Diptera,,Lutzomyia hirsuta,Lu. hirsuta,flies,flies,mol, PCR ,,,9,Leishmania_spp.,Leishmania_spp.,Leishmania_spp.,35,1,2.9,29107954,1,34,0.029,,,cross_sectional ,,not very clear breakdown ofTrypanosoma infections,2,Leishmania_spp.,dixenous_spp.,insects,1,meta
2018,"(Jaimes-Duenez et al., 2017)",2014-2016,South America,Colombia,04°34’N,74°00’W,1,1,COL,Artiodactyla,,Bubalus bubalis,Bubalus bubalis,cattle,cattle,mol,PCR,,,,Trypanosoma_evansi,Trypanosoma_evansi,Trypanosoma_evansi,152,2,1.3,29279084,2,150,0.013,,,longitudinal,,prospective study,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2018,"(Jaimes-Duenez et al., 2017)",2014-2016,South America,Colombia,04°34’N,74°00’W,1,1,COL,Artiodactyla,,Bos taurus ,Bos taurus.,cattle,cattle,mol,PCR,,,,Trypanosoma_evansi,Trypanosoma_evansi,Trypanosoma_evansi,1432,97,6.7,29279084,97,1335,0.067,,,longitudinal,,prospective study,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2018,"(Jaimes-Duenez et al., 2017)",2014-2016,South America,Colombia,04°34’N,74°00’W,1,1,COL,Artiodactyla,,Bubalus bubalis,Bubalus bubalis,cattle,cattle,mol,PCR,,,,Trypanosoma_theileri,Trypanosoma_theileri,Trypanosoma_theileri,152,43,28.2,29279084,43,109,0.282,,,longitudinal,,prospective study,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2018,"(Jaimes-Duenez et al., 2017)",2014-2016,South America,Colombia,04°34’N,74°00’W,1,1,COL,Artiodactyla,,Bos taurus ,Bos taurus.,cattle,cattle,mol,PCR,,,,Trypanosoma_theileri,Trypanosoma_theileri,Trypanosoma_theileri,1432,554,38.6,29279084,554,878,0.386,,,longitudinal,,prospective study,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2018,"(Jaimes-Duenez et al., 2017)",2014-2016,South America,Colombia,04°34’N,74°00’W,1,1,COL,Artiodactyla,,Bos taurus ,Bos taurus.,cattle,cattle,mol,PCR,,,1,Trypanosoma_vivax,Trypanosoma_vivax,Trypanosoma_vivax,1432,4,0.2,29279084,4,1428,0.002,,,longitudinal,,prospective study,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2018,"(Xu et al., 2018)",NA,Africa,Namibia,22°35’S,17°04’E,1,1,NAM,Hymenopterans,Apis_mellifera,Apis_mellifera,Apis mellifera,bees (mono),bees,mol," microscopic, PCR ",Apis_spp.,,Crithidia_spp.,C.mellificae&L.passim,C.mellificae&L.passim,Crithidia_mellificae,446,1,0.22,29282526,1,445,0.0022,W,,cross_sectional ,,workers,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2018,"(Xu et al., 2018)",NA,Africa,Namibia,22°35’S,17°04’E,1,1,NAM,Hymenopterans,Apis_mellifera,Apis_mellifera,Apis mellifera,bees (mono),bees,mol," microscopic, PCR ",Apis_spp.,,Lotmaria_spp.,Lotmaria_passim,Lotmaria_passim,Lotmaria_passim,446,8,1.79,29282526,8,438,0.0179,W,,cross_sectional ,,workers,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2018,"(Sauda et al., 2018)",2011-2014,Europe,Italy,41°54’N,12°29’E,1,1,ITA,Carnivora,,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,mol,agreement(IFAT and PCR),,,9,Leishmania_infantum,Leishmania_infantum,Leishmania_infantum,639,16,2.5,29388550,16,623,0.025,,,cross_sectional ,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta
2018,"(Leal et al., 2018)",2014 and 2015,South America,Brazil,15°47’S,47°55’W,1,1,BRA,Carnivora,,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,sero, ELISA and DPP,,,9,Leishmania_infantum,Leishmania_infantum,Leishmania_infantum,5822,1282,22,29406075,1282,4540,0.22,,,cross_sectional ,,agreement : ELISA and DPP,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta
2018,"(Borghesan et al., 2018)",,Africa and sourth/central Amarica ,Africa and sourth/central Amarica ,25°44’S,28°12’E,1,1,USA,Diptera,,Chrysomya albiceps,"Chrysomya albiceps, Chrysomya megacephala, Chrysomya putoria, Lucilia sericata, Lucilia eximia, Musca domestica, Ornidia obesa, Zelus leucogrammus, Cochliomyia hominivorax, Cochliomyia macellaria, Glossina sp., Cochliomyia hominivorax.",flies (mono),flies,micro,microscopic examination,,,Agomonas_spp.,Agomonas_spp.,Agomonas_spp.,Agomonas_deanei,3900,184,4.7,29467742,184,3716,0.047,,sylvatic ,cross_sectional ,,angomonas spp.,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2018,"(Borghesan et al., 2018)",,Africa and sourth/central Amarica ,Africa and sourth/central Amarica ,25°44’S,28°12’E,1,1,USA,Diptera,,Lucilia eximia,"Lucilia eximia, Chrysomya putoria, Chrysomya megacephala, Chrysomya albiceps.",flies (mono),flies,micro,microscopic examination,,,Agomonas_spp.,Agomonas_spp.,Agomonas_spp.,Angomonas_ambiguus,3900,12,0.3,29467742,12,3888,0.003,,sylvatic ,cross_sectional ,,angomonas spp.,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2018,"(Borghesan et al., 2018)",,Africa and sourth/central Amarica ,Africa and sourth/central Amarica ,25°44’S,28°12’E,1,1,USA,Diptera,,Chrysomya megacephala,"Chrysomya megacephala, Chrysomya putoria, Cochliomyia hominivorax, Cochliomyia macellaria, Lucilia sericata, Lucilia eximia. Ornidia obesa. ",flies (mono),flies,micro,microscopic examination,,,Agomonas_spp.,Agomonas_spp.,Agomonas_spp.,Angomonas_desouzai,3900,38,1,29467742,38,3862,0.01,,sylvatic ,cross_sectional ,,angomonas spp.,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2018,"(Chagas et al., 2018)",2015-2016,South America,Brazil,15°47’S,47°55’W,1,1,BRA,Diptera,,Bichromomyia flaviscutellata,"Bichromomyia flaviscutellata, Bichromomyia olmeca nociva, Lutzomyia gomezi, Migonemyia migonei, Nyssomyia anduzei, Nyssomyia antunesi, Nyssomyia umbratilis, Psychodopygus ayrozai, Psychodopygus davisi, Psychododpygus paraensis, Psychodopygus sq. squamiventris. ",flies,flies,mol,PCR,,,9,Leishmania_spp.,Leishmania_spp.,Leishmania_spp.,670,99,14.8,29534747,99,571,0.148,,,cross_sectional ,,,2,Leishmania_spp.,dixenous_spp.,insects,1,meta
2018,"(Schoener et al., 2018)",2014-2015,Europe,Austria,48°12’N,16°22’E,2,2,AUT,Diptera,,Culex pipiens ,Cx. pipiens f. pipiens ,flies (mono),flies,mol," nested PCR, PCR ",,,Crithidia_spp.,Crithidia_spp.,Crithidia_spp.,Crithidia_spp.,1939,3,0.15,29672618,3,1936,0.0015,,sylvatic ,cross_sectional ,,Crithidia brevicula and Crithidia fasciculata,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2018,"(Schoener et al., 2018)",2014-2015,Europe,Austria,48°12’N,16°22’E,2,2,AUT,Diptera,,Culex pipiens ,Cx. pipiens f. pipiens ,flies,flies,mol," nested PCR, PCR ",,,,Trypanosoma_avium,Trypanosoma_avium,Trypanosoma_avium_s.l,1939,1,0.05,29672618,1,1938,0.0005,,sylvatic ,cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,insects,1,meta
2018,"(Schoener et al., 2018)",2014-2015,Europe,Austria,48°12’N,16°22’E,2,2,AUT,Diptera,,Culex pipiens ,Cx. pipiens f. pipiens ,flies,flies,mol," nested PCR, PCR ",,,,Trypanosoma_culicavium,Trypanosoma_culicavium,Trypanosoma_culicavium,1939,9,0.46,29672618,9,1930,0.0046,,sylvatic ,cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,insects,1,meta
2018,"(Schoener et al., 2018)",2014-2015,Europe,Austria,48°12’N,16°22’E,1,1,AUT,Diptera,,Culex torrentium ,Cx. torrentium ,flies,flies,mol," nested PCR, PCR ",,,,Trypanosoma_culicavium,Trypanosoma_culicavium,Trypanosoma_culicavium,56,2,3.57,29672618,2,54,0.0357,,sylvatic ,cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,insects,1,meta
2018,"(Ferroglio et al., 2018)",2007-2009,Europe,Italy,41°54’N,12°29’E,1,1,ITA,Carnivora,,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,mol,PCR,,,9,Leishmania_infantum,Leishmania_infantum,Leishmania_infantum,803,324,40,29745468,324,479,0.4,,,cross_sectional ,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta
2018,"(de Matos et al., 2018)",2004 and 2014,South America,Brazil,15°47’S,47°55’W,1,1,BRA,Carnivora,,Felis catus domesticus ,Felis catus domesticus ,cats,cats,sero,agreement: ELISA and IFAT,,,9,Leishmania_spp.,Leishmania_spp.,Leishmania_spp.,679,58,8.5,29846450,58,621,0.085,,,cross_sectional ,,agreement: ELISA and IFAT,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta
2018,"(de Matos et al., 2018)",2004 and 2014,South America,Brazil,15°47’S,47°55’W,1,1,BRA,Carnivora,,Felis catus domesticus ,Felis catus domesticus ,cats,cats,sero, agreement: ELISA and IFAT,,,4,Trypanosoma_cruzi,Trypanosoma_cruzi,Trypanosoma_cruzi,673,51,7.6,29846450,51,622,0.076,,,cross_sectional ,,agreement: ELISA and IFAT,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2019,"(Odeniran et al., 2019)",2016-2017,Africa,Nigeria,09°05’N,07°32’E,1,1,NGA,Artiodactyla,,Bos taurus ,Bos taurus.,cattle,cattle,mol,PCR,,,1,Trypanosoma_congolense,Trypanosoma_congolense,Trypanosoma_congolense,745,63,8.5,30243980,63,682,0.085,,,Longitudinal,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2019,"(Odeniran et al., 2019)",2016-2017,Africa,Nigeria,09°05’N,07°32’E,1,1,NGA,Artiodactyla,,Bos taurus ,Bos taurus.,cattle,cattle,mol,PCR,,,,Trypanosoma_evansi,Trypanosoma_evansi,Trypanosoma_evansi,745,13,1.74,30243980,13,732,0.0174,,,Longitudinal,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2019,"(Odeniran et al., 2019)",2016-2017,Africa,Nigeria,09°05’N,07°32’E,1,1,NGA,Artiodactyla,,Bos taurus ,Bos taurus.,cattle,cattle,mol,PCR,,,1,Trypanosoma_vivax,Trypanosoma_vivax,Trypanosoma_vivax,745,86,11.5,30243980,86,659,0.115,,,Longitudinal,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2018,"(Silva et al., 2018)",NA,South America,Brazil,15°47’S,47°55’W,1,1,BRA,Carnivora,,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,sero, ELISA ,,,9,Leishmania_infantum,Leishmania_infantum,Leishmania_infantum,411,53,12.9,30304279,53,358,0.129,,,cross_sectional ,,just one  test,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta
2018,"(nan et al., 2018)",2008-2015,Africa,"Burkina Faso, Ghana, Guinea, Mali, Senegal",12°15’N,01°30’W,2,2,SEN,Diptera,,Glossina tachinoides,"G. tachinoides , G.p.gambiensis, G. m. submorsitans, G. medicorum. ",flies,flies,mol,PCR,,,1,Trypanosoma_spp.,Trypanosoma_spp.,Trypanosoma_spp.,3012,571,18.4,30470187,571,2441,0.184,,,cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,insects,1,meta
